id,task_type,source,regulation,context,question,answer,answer_type,difficulty
NUM_134,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 8(10): Where the acquirer acquires shares during the period of twenty-six weeks after the tendering period at a price higher than the offer price, the acquirer shall pay the difference between the highest acquisition price and the offer price to all shareholders whose shares were accepted in the open offer, within sixty days from the date of such acquisition.","An open offer at Rs 100 per share completed payment to shareholders on March 15, 2024. The acquirer then purchases shares in the open market at Rs 130 per share on August 20, 2024. Does Regulation 8(10) apply, and if so, by when must the difference be paid to shareholders who tendered in the open offer?","26 weeks from March 15, 2024 is approximately September 15, 2024. August 20, 2024 falls within this window, so Regulation 8(10) applies. The acquirer must pay Rs 30 per share (Rs 130 minus Rs 100) to all tendering shareholders within 60 days from August 20, 2024, i.e., by approximately October 19, 2024.",calculated,Hard
NUM_135,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 17(4): In the event of the escrow account being created by way of a bank guarantee or by deposit of securities, the acquirer shall also ensure that at least one per cent of the total consideration payable is deposited in cash with a scheduled commercial bank as a part of the escrow account.","An acquirer's total consideration payable under an open offer is Rs 600 crore. Under Regulation 17(1), the required escrow is Rs 235 crore. The acquirer intends to fund the entire escrow via bank guarantee. What minimum cash amount must they additionally deposit with a scheduled commercial bank?",At least 1% of total consideration payable = 1% of Rs 600 crore = Rs 6 crore must be deposited in cash.,calculated,Medium
NUM_136,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 16(1) fee table: Up to ten crore rupees — Rs 5,00,000; More than ten crore rupees but not more than one thousand crore rupees — 0.5% of the offer size; More than one thousand crore rupees — Rs 5,00,00,000 plus 0.125% of the portion in excess of one thousand crore rupees.",An acquirer makes a mandatory open offer where the total consideration payable is Rs 400 crore. What is the non-refundable fee payable to SEBI under Regulation 16(1) at the time of filing the draft letter of offer?,"Consideration is more than Rs 10 crore but less than or equal to Rs 1,000 crore: fee = 0.5% of offer size = 0.5% × Rs 400 crore = Rs 2 crore.",calculated,Medium
NUM_137,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",Regulation 18(8): The tendering period shall start not later than twelve working days from date of receipt of comments from SEBI under Regulation 16(4) and shall remain open for ten working days.,"SEBI issued its comments on the draft letter of offer on April 7, 2025. Assuming no intervening non-working days, what is the last permissible date on which the tendering period can commence, and when is the last date of the tendering period?","The tendering period must commence no later than 12 working days from April 7, 2025 = approximately April 23, 2025 (adding 12 working days). The tendering period then remains open for 10 working days, so the last date of the tendering period = approximately May 7, 2025 (adding 10 working days from April 23).",calculated,Medium
NUM_138,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",Regulation 7(2): The open offer made under regulation 6 (voluntary offer) shall be for acquisition of at least such number of shares as would entitle the holder thereof to exercise an additional ten per cent of the voting rights in the target company.,An acquirer holds 40% voting rights in a target company with 200 crore total shares. They wish to make a voluntary open offer under Regulation 6. What is the minimum number of shares for which the offer must be made under Regulation 7(2)?,At least 10% additional voting rights = 10% of 200 crore total shares = 20 crore shares.,calculated,Easy
CON_072,CON,SEBI,,,Do Regulation 3(1) and Regulation 3(5) of SEBI Takeovers Regulations 2011 contradict each other about the shareholding threshold triggering a mandatory open offer?,No,yes_no,Medium
CON_073,CON,SEBI,,,Do the main provision and the 2020 proviso of Regulation 3(2) of SEBI Takeovers Regulations 2011 contradict each other about the annual creep acquisition limit?,No,yes_no,Hard
CON_074,CON,SEBI,,,Is there a contradiction between Regulation 7(1) and Regulation 7(2) about the minimum open offer size under SEBI Takeovers Regulations 2011?,No,yes_no,Medium
CON_075,CON,SEBI,,,Do Regulation 22(1) and Regulation 22(2) contradict each other about when an acquirer can complete the underlying acquisition transaction?,No,yes_no,Medium
CON_076,CON,SEBI,,,Is there a contradiction between Regulation 23(1) and Regulation 6A regarding the circumstances under which a wilful defaulter can withdraw from an open offer obligation?,No,yes_no,Hard
CON_077,CON,SEBI,,,Do Regulation 29(1) and Regulation 29(2) impose contradictory or duplicative disclosure obligations on an acquirer who crosses 5% while already holding 4% and now acquires 2% more (reaching 6% total)?,No,yes_no,Hard
TMP_081,TMP,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 6A was inserted by the SEBI (Substantial Acquisition of Shares and Takeovers) (Second Amendment) Regulations, 2016, w.e.f. 25-05-2016. Regulation 6B was inserted by the SEBI (Substantial Acquisition of Shares and Takeovers) (Second Amendment) Regulations, 2018, w.e.f. 11-09-2018.","When did SEBI introduce separate prohibitions on wilful defaulters and fugitive economic offenders making open offers under the Takeovers Regulations, and what triggered these additions?","The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second Amendment Regulations, 2016, effective May 25, 2016, following Reserve Bank of India guidelines on wilful defaulters. The prohibition on fugitive economic offenders (Regulation 6B) was inserted by the Second Amendment Regulations, 2018, effective September 11, 2018, following the enactment of the Fugitive Economic Offenders Act, 2018.",extractive,Medium
